time,ranking,name,heat,marketPrice,legalPrice,amountIncrease
20190621173806,1,ETH以太坊,,"¥2,095.06亿","¥1,966.99",+5.63%
20190621173806,2,USDTTether USD,,¥245.66亿,¥6.9244,-0.06%
20190621173806,3,NEO小蚁,,¥66.48亿,¥94.2379,+1.5%
20190621173806,4,BTC比特币,,"¥11,852.17亿","¥66,704.51",+2.17%
20190621173806,5,EOSEOS,,¥440.6亿,¥47.8982,+2.16%
20190621173806,6,MXMMaximine Coin,,¥5.04亿,¥0.305584,+2.73%
20190621173806,7,LTC莱特币,,¥584.47亿,¥937.94,+0.95%
20190621173806,8,EGTEgretia,,¥6.86亿,¥0.164403,+0.94%
20190621173806,9,BNBBinance Coin,,¥361.82亿,¥256.36,+1.74%
20190621173806,10,ETP熵,,¥9.78亿,¥13.6494,+1.2%
20190621173806,11,AEAeternity,,¥9.74亿,¥3.6025,+0.97%
20190621173806,12,CTXCCortex,,¥2.84亿,¥1.8939,+10.41%
20190621173806,13,GRIN古灵币,,¥4.74亿,¥35.1912,-2.51%
20190621173806,14,ZEC大零币,,¥52.53亿,¥772.47,+3%
20190621173806,15,TRX波场,,¥151.93亿,¥0.227909,+1.84%
20190621173806,16,MTMyToken,,"¥2,658.14万",¥0.020493,-4.47%
20190621173806,17,TNTTierion,,¥1.5亿,¥0.349654,+11.16%
20190621173806,18,ATOMCosmos,,¥66.88亿,¥44.5878,+0.19%
20190621173806,19,BIXBIX Token,,¥2.36亿,¥1.8126,+0.25%
20190621173806,20,BARBalance Accounted Receipt,,"¥7,646.44万",¥3.013,-0.88%
20190621173806,21,ADACardano,,¥158.07亿,¥0.609711,+1.3%
20190621173806,22,XMXXMax,,"¥6,690.25万",¥0.004468,+17.84%
20190621173806,23,VET唯链,,¥26.49亿,¥0.047791,+1.28%
20190621173806,24,XRP瑞波币,,"¥1,276.19亿",¥3.0031,+1.92%
20190621173806,25,ONT本体,,¥58.51亿,¥9.7904,+1.88%
20190621173806,26,BIKIBiki.com,,¥2.07亿,¥0.484237,+0.95%
20190621173806,27,OPTCOptical Network,,"¥7,354.78万",¥0.136218,+0.28%
20190621173806,28,ADC智能链,,"¥9,115.36万",¥1.519,-0.4%
20190621173806,29,VSYSV Systems,,¥45.8亿,¥1.0981,-5.74%
20190621173806,30,TRUE初链,,¥5.39亿,¥6.7704,-0.45%
